-175.87;1179.60
-250.40;117.96
-94.71;-36.16
148.06;-3.62
254.70;-0.36
127.17;-0.04
-117.28;-0.00
-253.90;-846.00
-157.09;-84.67
84.15;-8.47
248.02;-0.85
183.86;8.38
-49.34;327.29
-237.18;32.73
-206.96;-40.36
13.54;-4.04
221.59;1179.21
225.91;223.69
22.53;22.37
-201.56;702.98
-240.34;70.30
-58.15;-56.58
177.50;-5.66
249.96;815.19
92.61;81.52
-149.89;723.47
-254.58;72.35
-125.21;3.38
119.28;0.34
254.10;555.08
155.31;55.51
-86.28;5.55
-248.54;0.56
-182.29;-10.20
51.55;-1.02
238.00;1179.51
205.63;117.95
-15.79;-119.06
-222.69;-11.91
-224.86;-13.86
-20.28;-145.64
202.94;-14.56
239.58;-1.46
55.95;276.08
-179.11;-335.09
-249.50;-33.51
-90.50;-3.35
151.71;-0.34
254.44;-0.03
123.24;-0.00
-121.27;513.47
-254.28;51.35
-153.51;5.24
88.40;0.52
249.03;1022.63
180.71;107.23
-53.76;348.04
-238.80;34.80
-204.29;-39.25
18.04;-3.93
223.79;1179.22
223.78;117.92
18.03;11.79
-204.29;693.75
-238.80;69.37
-53.75;-91.52
180.71;-9.15
249.03;794.07
88.39;96.51
-153.52;1000.12
-254.28;100.01
-121.26;7.30
123.25;0.73
254.44;0.07
151.70;0.01
-90.51;0.00
-249.51;0.00
-179.11;0.00
55.96;0.00
239.58;0.00
202.93;0.00
-20.29;-108.07
-224.86;-10.81
-222.69;-10.51
-15.78;-175.65
205.64;-17.57
237.99;-1.76
51.54;359.39
-182.30;-268.51
-248.53;-26.85
-86.27;-4.56
155.31;-0.46
254.10;-0.05
119.27;-0.00
-125.22;646.56
-254.58;64.66
-149.88;6.39
92.62;0.64
249.96;707.28
177.49;80.20
-58.16;372.52
-240.34;37.25
-201.56;-28.13
22.54;-2.81
225.91;1179.33
221.58;200.73
13.53;20.07
-206.96;857.84
-237.17;85.78
-49.33;-110.47
183.87;-11.05
248.02;721.52
84.14;103.76
-157.10;1089.58
-253.90;108.96
-117.27;6.86
127.18;0.69
254.70;0.07
148.05;0.01
-94.72;-47.77
-250.40;-4.78
-175.87;-0.30
60.36;-0.03
241.09;977.76
200.17;97.78
-24.79;9.78
-226.95;0.98
-220.46;-38.49
-11.27;-315.14
208.27;-31.51
236.34;-3.15
